cust_id|full_name|contact_email|country|address|zip|created_date|vip_flag
405|Jane Smith|jane405@mail.com|AU|279 Main St|20190|2024-04-11|false
406|Mike Johnson|mike406@mail.com||478 Main St|94105|2023-03-03|N
407|Alice Brown|alice407@mail.com|CA|726 Main St|ABCDE|2023-06-15|
408||john408@mail.com|UK|461 Main St||2024-03-11|
409|"Sara|White"|sara409@mail.com|UK|687 Main St|ABCDE|2024-02-18|Y
410|Sara White|sara410@mail.com|CA|598 Main St|94105|2023-11-01|
411|Mike Patel|mike411@mail.com|CA|653 Main St|20190|2023-12-20|Y
412|John Green|john412@mail.com|NULL|598 Main St|94105|2023-08-26|true
413|Nina Smith|nina413@mail.com||||2023-04-26|true
414|Chris Johnson|chris414@mail.com|UK|685 Main St||2024-03-07|Y
415|Nina Doe|nina415@mail.com|CA|200 Main St|20190|2023-02-22|Y
416|"Chris|Patel"|chris416@mail.com|AU||ABCDE|2023-05-25|
417|Jane Patel|jane417@mail.com|AU||20190|2023-10-05|false
418|Alice Johnson|alice418@mail.com||797 Main St||2023-03-13|
419||jane419@mail.com||42 Main St|94105|2023-04-06|N
"unterminated,quote,here
421||mike421@mail.com|CA|275 Main St|20190|2023-01-17|N
422|||CA|465 Main St||2023-12-15|true
423|Leo Doe|leo423@mail.com|UK|747 Main St|ABCDE|2023-10-03|Y
424|Chris Johnson||NULL|812 Main St||2023-03-31|Y
425||nina425@mail.com|AU|148 Main St|20190|2023-07-11|true
426|Alice Johnson|alice426@mail.com||760 Main St|94105|2023-08-02|false
427||sara427@mail.com||879 Main St||2023-02-01|
428|Alice Smith||AU|54 Main St|ABCDE|2023-04-03|N
429|Bob Patel|bob429@mail.com|NULL|63 Main St||2023-06-09|false
430|Tom Johnson|tom430@mail.com||888 Main St|94105|2024-02-03|true
431|Leo Black|leo431@mail.com|NULL|298 Main St|ABCDE|2023-01-17|Y
432|Alice Patel|alice432@mail.com|UK|607 Main St|94105|2023-04-30|false
433|Nina Black||AU|575 Main St|20190|2024-01-27|Y
434|Mike Johnson|mike434@mail.com|CA|251 Main St|ABCDE|2023-05-12|N
435|Leo White|leo435@mail.com|US||94105|2024-02-26|false
436|Alice Smith|alice436@mail.com|AU|707 Main St|20190|2024-03-19|Y
437|Raj Green|raj437@mail.com||131 Main St|ABCDE|2023-08-28|Y
438|John Johnson|john438@mail.com|NULL||ABCDE|2024-04-13|
439|Sara Johnson|sara439@mail.com|NULL|||2024-04-27|N
440|Leo Doe|leo440@mail.com|AU|931 Main St||2023-11-25|
441|Leo Green|leo441@mail.com|AU|379 Main St|94105|2024-04-24|N
442|Leo Lee|leo442@mail.com|CA|340 Main St|20190|2023-01-30|true
443|Alice Johnson|alice443@mail.com|UK|909 Main St||2023-12-03|true
444||john444@mail.com|AU|73 Main St|ABCDE|2023-10-11|
445|Chris Black|chris445@mail.com|US|443 Main St|ABCDE|2024-01-21|false
446|John Brown|john446@mail.com|AU|568 Main St|94105|2023-09-12|
447|Emma Green|emma447@mail.com|CA|267 Main St|94105|2023-09-20|
448|John Brown|john448@mail.com|US|445 Main St|ABCDE|2023-04-07|false
449|Tom Johnson|tom449@mail.com|NULL|88 Main St|ABCDE|2023-06-22|true
450|Emma Green|emma450@mail.com|AU|747 Main St|94105|2023-12-27|N
451|Mike Green|mike451@mail.com|US|812 Main St|ABCDE|2023-09-19|false
452||sara452@mail.com|CA|105 Main St|94105|2023-10-18|N
453|Tom Johnson||UK||94105|2023-01-10|false
454||raj454@mail.com|CA|438 Main St|20190|2023-06-27|
455|John White||US|533 Main St|ABCDE|2024-02-20|true
456|"John|Green"|john456@mail.com|NULL|91 Main St||2023-04-22|false
457|"Leo|Doe"|leo457@mail.com|CA|962 Main St||2023-05-16|N
458|Alice Black|alice458@mail.com|AU|353 Main St||2024-01-11|true
459|Sara Black|sara459@mail.com|US|581 Main St||2024-03-21|Y
460|Jane Green|jane460@mail.com|UK|109 Main St|94105|2024-04-06|true
461|Leo Smith|leo461@mail.com|AU||94105|2023-05-27|false
462|Mike Lee|mike462@mail.com|NULL|||2023-10-26|false
463|Emma Doe|emma463@mail.com|AU|327 Main St|20190|2023-07-25|N
464|Mike White||UK|780 Main St|94105|2024-02-26|N
465|"Emma|Black"|emma465@mail.com|AU||ABCDE|2023-02-17|true
466|Leo Green|leo466@mail.com|CA|331 Main St|ABCDE|2023-12-28|true
467|Nina Patel|nina467@mail.com|NULL|207 Main St|94105|2023-07-09|
468|Sara Black|sara468@mail.com|CA|851 Main St|ABCDE|2023-03-07|Y
469|Alice Brown|alice469@mail.com|UK|309 Main St|20190|2024-05-15|false
470|Raj Johnson|raj470@mail.com|CA|729 Main St|20190|2023-07-18|true
471|Nina Smith|nina471@mail.com|UK|907 Main St|20190|2024-01-05|false
472|John Black||AU|980 Main St|20190|2023-05-08|true
473|"Tom|Doe"|tom473@mail.com|NULL|130 Main St||2023-08-08|N
474|Leo Patel|leo474@mail.com||630 Main St|94105|2024-02-09|false
475|Chris Lee|chris475@mail.com|||94105|2023-07-11|true
476||raj476@mail.com||770 Main St|94105|2023-09-15|true
477|"Raj|White"|raj477@mail.com|US|659 Main St||2023-04-08|Y
478|Raj White|raj478@mail.com|CA|168 Main St|ABCDE|2023-04-17|Y
479|Leo Green|leo479@mail.com|UK|773 Main St|ABCDE|2024-05-15|N
480|Jane Brown|jane480@mail.com|US|246 Main St|20190|2023-04-26|true
481|Jane Lee|jane481@mail.com|NULL|574 Main St|ABCDE|2024-05-13|false
482|"Nina|Black"|nina482@mail.com|UK|445 Main St|94105|2024-01-24|true
483|||UK||94105|2023-09-05|false
484|Chris Lee|chris484@mail.com|AU|151 Main St|20190|2024-05-11|true
485|||UK|115 Main St|20190|2024-01-19|N
486|Chris Lee|chris486@mail.com|||94105|2023-06-09|
487|Raj Green|raj487@mail.com|AU|553 Main St|20190|2023-11-27|
488|Nina Patel|nina488@mail.com|CA|221 Main St|ABCDE|2023-01-21|Y
489|Chris Patel|chris489@mail.com|UK|692 Main St|94105|2023-10-01|true
490|Emma Black||||ABCDE|2023-08-07|false
491|Raj White|raj491@mail.com||239 Main St|20190|2023-06-07|false
492|"Mike|Patel"|mike492@mail.com|UK|203 Main St|ABCDE|2024-04-08|N
493|Chris Patel|chris493@mail.com||699 Main St|ABCDE|2023-09-26|false
123|MISMATCH|EXTRA|COLS|HERE|oops
495|Emma White|emma495@mail.com|CA|687 Main St|20190|2023-09-25|Y
496|Jane White|jane496@mail.com|US|846 Main St||2023-09-09|Y
497|Alice Black|alice497@mail.com||288 Main St|94105|2024-01-10|N
498|Jane Johnson|jane498@mail.com|CA|170 Main St|ABCDE|2024-02-28|N
499|Alice White|alice499@mail.com|UK|390 Main St|94105|2024-03-25|false
500||chris500@mail.com|UK|835 Main St|20190|2024-05-01|true
501|Jane Green|jane501@mail.com||||2023-09-12|N
502|Alice Patel|||401 Main St|ABCDE|2023-08-25|false
503|Jane Brown|jane503@mail.com|NULL|331 Main St|20190|2023-02-17|true
504|Jane Lee|jane504@mail.com|US|602 Main St|94105|2024-03-25|N
505|Alice Brown|alice505@mail.com|US|448 Main St||2023-08-20|true
506|Emma Black|emma506@mail.com|NULL|515 Main St||2023-01-08|true
507|Leo Johnson|leo507@mail.com|UK|351 Main St|20190|2023-03-13|
508|Leo Doe|leo508@mail.com|CA|314 Main St|ABCDE|2023-11-19|Y
509|Alice White|alice509@mail.com|UK|384 Main St|94105|2024-01-19|false
510||raj510@mail.com||510 Main St|20190|2023-12-24|
511|Emma Patel|emma511@mail.com|AU|881 Main St|20190|2024-03-06|false
512|Mike White|mike512@mail.com|US|2 Main St|94105|2023-05-06|false
513|Emma Smith||NULL|234 Main St||2023-12-09|Y
514|"Raj|Patel"|raj514@mail.com|CA|725 Main St|20190|2023-01-10|N
515|Mike Black|mike515@mail.com|AU|237 Main St|94105|2023-04-30|N
516|Mike White|mike516@mail.com|AU|279 Main St|ABCDE|2023-10-25|N
517|Tom Brown|tom517@mail.com|UK||94105|2024-02-27|
518|Sara Smith|sara518@mail.com||520 Main St|20190|2023-09-11|false
519||bob519@mail.com|AU|630 Main St||2023-09-29|true
520|Tom Brown||CA|307 Main St|20190|2023-01-24|
521|Sara Johnson|sara521@mail.com||201 Main St|ABCDE|2023-03-08|
522|Raj Lee|raj522@mail.com|CA|748 Main St|94105|2023-03-04|
523|Sara Johnson||US|616 Main St||2023-02-17|
524|Chris Lee|chris524@mail.com|NULL|279 Main St||2023-12-26|
525|Nina Black|nina525@mail.com||932 Main St||2024-02-17|Y
526|Bob Brown|bob526@mail.com|AU|178 Main St|94105|2023-07-26|false
527|Sara Smith|sara527@mail.com|US|767 Main St|ABCDE|2023-10-14|true
528|Raj Patel|raj528@mail.com|NULL|801 Main St||2024-03-13|
529|Alice Doe|alice529@mail.com||70 Main St||2024-01-15|N
530|Nina Johnson||NULL|583 Main St||2024-02-14|true
531|Leo Smith|leo531@mail.com|CA|889 Main St|20190|2024-04-22|N
532|Emma Green|emma532@mail.com|US|204 Main St||2023-07-14|N
533|John White|john533@mail.com|AU|173 Main St|94105|2023-11-06|false
534|Nina Smith|nina534@mail.com|NULL|755 Main St||2023-02-16|true
535||jane535@mail.com||912 Main St|ABCDE|2023-12-29|
536|Chris Smith|chris536@mail.com||644 Main St|94105|2023-02-02|false
537|Bob White|bob537@mail.com|UK||94105|2024-01-02|true
538|Tom Johnson||US||20190|2023-04-15|true
,,,
540|Chris Doe|chris540@mail.com|US|144 Main St|94105|2024-01-09|N
541|John Smith|john541@mail.com|AU|206 Main St||2023-01-25|
542|Mike White|mike542@mail.com|UK|302 Main St|20190|2023-10-30|
543||emma543@mail.com||55 Main St|20190|2023-09-14|Y
544|Chris Green|chris544@mail.com|NULL|836 Main St|94105|2023-09-30|Y
545|Alice Patel|alice545@mail.com|AU|454 Main St|20190|2023-10-07|Y
546|Mike Smith|mike546@mail.com|||ABCDE|2023-12-17|N
547||mike547@mail.com||889 Main St|94105|2024-05-05|false
548|Tom Brown|tom548@mail.com|UK|733 Main St||2023-02-11|false
549|Mike Black|mike549@mail.com||457 Main St|ABCDE|2023-09-25|N
550||tom550@mail.com|CA|610 Main St|20190|2023-04-17|
551||bob551@mail.com|UK|79 Main St|94105|2024-02-04|Y
552|John White|john552@mail.com|AU|608 Main St|94105|2023-08-04|N
553|Chris Patel|chris553@mail.com|US|133 Main St|ABCDE|2023-05-24|Y
554|Bob Johnson|bob554@mail.com||||2023-12-06|true
555||leo555@mail.com|AU||20190|2024-05-14|
556|Emma Smith|emma556@mail.com|CA|410 Main St|ABCDE|2023-10-29|false
557|Mike Johnson|mike557@mail.com|US|640 Main St|20190|2023-06-07|Y
558|"Chris|Doe"|chris558@mail.com|US|260 Main St|20190|2024-02-09|N
559|Bob Smith|bob559@mail.com|AU||20190|2024-03-03|true
560|Tom White|tom560@mail.com||743 Main St||2024-02-23|
561|||AU|928 Main St|20190|2024-01-28|false
562|Mike Black|mike562@mail.com|CA||20190|2023-03-03|false
563|Nina Johnson|nina563@mail.com|NULL|447 Main St|94105|2023-07-04|true
564|Tom Green|tom564@mail.com|UK||94105|2023-09-11|false
565|Tom Black||AU|218 Main St|ABCDE|2024-02-01|false
566|Chris Doe||UK|811 Main St||2023-11-30|N
567|Raj White|raj567@mail.com||412 Main St|20190|2024-01-06|N
568|Emma Lee|emma568@mail.com|CA|232 Main St|ABCDE|2023-01-17|
569||leo569@mail.com|NULL|460 Main St|94105|2023-02-13|N
570|"Tom|Lee"|tom570@mail.com|AU|259 Main St|20190|2024-02-23|N
"unterminated,quote,here
572|Sara Black|sara572@mail.com|UK|430 Main St||2024-02-18|false
573|Emma Johnson|emma573@mail.com||260 Main St||2023-01-30|true
574|"Emma|Patel"|emma574@mail.com|US|8 Main St|20190|2023-07-22|false
575|Nina Lee|nina575@mail.com|UK|349 Main St|ABCDE|2024-01-01|
,,,
577|Tom Smith|tom577@mail.com|CA|259 Main St||2023-09-09|false
578||bob578@mail.com|AU|485 Main St|ABCDE|2023-03-28|true
579|Sara Doe|sara579@mail.com|CA|751 Main St|ABCDE|2024-03-04|N
580|"Raj|Green"|raj580@mail.com|||ABCDE|2023-11-08|false
581|Alice Green|alice581@mail.com|US|850 Main St|ABCDE|2023-12-22|
582|Tom Johnson|tom582@mail.com|US|402 Main St||2023-02-09|
583|"Sara|Green"||US|842 Main St||2023-01-10|true
584|Jane Doe|jane584@mail.com|NULL|574 Main St|94105|2024-02-27|Y
585||mike585@mail.com|NULL|346 Main St||2023-02-24|false
586|Jane Patel|jane586@mail.com|NULL|284 Main St|ABCDE|2023-04-19|Y
587|Bob Brown|bob587@mail.com|US|66 Main St|20190|2023-05-17|Y
588|Nina Johnson|nina588@mail.com|NULL|903 Main St||2023-07-27|true
589|Mike Smith|||800 Main St||2024-02-10|true
590|Sara Green|sara590@mail.com|UK|454 Main St|94105|2023-08-21|Y
591|Nina White|nina591@mail.com||724 Main St|20190|2023-10-07|false
592|||CA|996 Main St|ABCDE|2023-11-01|true
593|Raj Patel|raj593@mail.com|AU|465 Main St|94105|2023-02-11|Y
594|Raj Lee|raj594@mail.com|NULL|203 Main St|ABCDE|2024-05-14|
595||bob595@mail.com|CA|232 Main St|ABCDE|2023-07-24|N
596|Jane Patel||UK|104 Main St||2023-08-11|
597|Bob Green|bob597@mail.com|UK|102 Main St|94105|2023-07-27|false
598|Emma Johnson|emma598@mail.com||735 Main St|20190|2023-11-03|Y
599|Bob Brown|bob599@mail.com|US|277 Main St||2023-05-25|
600|Emma Lee|emma600@mail.com||571 Main St|20190|2024-03-26|true
601||chris601@mail.com|CA|727 Main St|20190|2023-10-11|
602||nina602@mail.com|US|621 Main St|ABCDE|2023-04-24|false
603||leo603@mail.com||989 Main St|94105|2023-06-24|true
604|John Patel|john604@mail.com|NULL|288 Main St|94105|2024-02-23|
605|Mike Johnson|mike605@mail.com||842 Main St||2023-04-05|true
606||mike606@mail.com|||ABCDE|2023-06-28|Y
607||bob607@mail.com||877 Main St|20190|2023-01-31|true
608||raj608@mail.com|UK|974 Main St|94105|2024-02-12|
609|Sara White|sara609@mail.com|CA|327 Main St|94105|2024-01-17|true
610|||US|77 Main St|20190|2023-10-28|Y
611|Leo Brown|leo611@mail.com|AU|552 Main St|ABCDE|2023-10-09|true
612||alice612@mail.com|CA|328 Main St|ABCDE|2023-12-20|
613|Emma Lee|emma613@mail.com|AU|812 Main St|20190|2024-02-16|true
614|Chris Smith|chris614@mail.com||465 Main St|ABCDE|2023-03-23|false
615|Raj Johnson|raj615@mail.com|US|21 Main St|20190|2024-02-07|Y
616|Sara Patel|sara616@mail.com|US|267 Main St|20190|2023-03-02|N
617||bob617@mail.com|UK|556 Main St|94105|2023-03-15|false
618|John Lee|john618@mail.com|CA|35 Main St|94105|2023-07-13|false
619|Sara Green|sara619@mail.com|NULL||94105|2023-07-19|true
620|Sara White|sara620@mail.com|CA|22 Main St|94105|2023-11-19|false
621|Emma Lee||NULL|890 Main St|ABCDE|2023-08-02|false
622|Jane Green|jane622@mail.com|US|97 Main St|20190|2023-07-05|N
623|Leo Patel||NULL|755 Main St||2023-07-16|
"unterminated,quote,here
625|Alice Lee|alice625@mail.com|NULL|261 Main St|94105|2023-10-27|
626|Raj Patel|raj626@mail.com|NULL|447 Main St|ABCDE|2023-09-12|true
627|||CA|289 Main St|94105|2023-03-29|false
628|Emma Johnson|emma628@mail.com|CA||ABCDE|2024-03-22|
629||mike629@mail.com|UK|76 Main St||2024-05-13|false
630|John Lee|john630@mail.com|UK|475 Main St|94105|2024-02-18|false
631|Leo Black|leo631@mail.com|CA|333 Main St||2024-01-10|N
632|Sara White||UK|218 Main St|ABCDE|2023-08-21|N
633|Leo Johnson|leo633@mail.com|AU|414 Main St|94105|2023-04-20|
634|"Sara|Patel"|sara634@mail.com||704 Main St|ABCDE|2023-06-14|true
635|"Alice|Brown"|alice635@mail.com|AU|982 Main St|94105|2023-03-19|
636|Alice Lee|alice636@mail.com|NULL|769 Main St|20190|2023-11-23|
637|Jane Patel|jane637@mail.com|CA|921 Main St|94105|2023-09-05|Y
638|"Raj|Smith"||US|264 Main St||2024-02-25|
639|Jane Johnson|jane639@mail.com|UK||ABCDE|2023-04-04|N
640|Jane Black|jane640@mail.com|NULL|||2023-09-24|N
641|Leo Johnson|leo641@mail.com|UK|756 Main St||2024-04-20|N
642|Leo Patel|leo642@mail.com|NULL||94105|2023-09-20|N
643|Alice Smith|alice643@mail.com|CA|706 Main St|94105|2023-08-25|false
644|Jane Lee|jane644@mail.com|AU|136 Main St||2024-03-11|N
645|Mike White|mike645@mail.com||207 Main St|ABCDE|2023-11-29|N
646|Leo Doe|||437 Main St|20190|2023-05-13|true
647|Nina Green|nina647@mail.com||858 Main St|ABCDE|2023-10-12|false
648|"Chris|Doe"|chris648@mail.com|NULL|650 Main St|94105|2023-01-06|false
649|Leo Doe|leo649@mail.com|US|264 Main St|20190|2024-03-08|true
650||jane650@mail.com|CA|||2023-10-10|
651|"Raj|Lee"|raj651@mail.com||188 Main St|ABCDE|2023-01-12|
652|Bob Patel|bob652@mail.com|NULL|672 Main St||2023-08-23|false
653|Mike Green|mike653@mail.com|US|359 Main St|20190|2024-01-12|N
654|Bob Green|bob654@mail.com|NULL|96 Main St|94105|2023-06-25|
655|Alice White||AU|553 Main St|ABCDE|2023-12-20|Y
656||sara656@mail.com|AU|492 Main St|94105|2023-04-17|N
657||tom657@mail.com|UK|649 Main St|ABCDE|2024-02-23|Y
658|Tom Green||UK|256 Main St||2023-09-04|false
659|Mike White|mike659@mail.com|UK|457 Main St||2023-04-15|N
660|Leo Brown||NULL|794 Main St|94105|2024-04-05|true
661|Leo Smith|leo661@mail.com|CA|755 Main St|94105|2023-03-25|false
662|Sara Brown|sara662@mail.com|NULL|955 Main St|94105|2023-10-16|Y
663|"Raj|Doe"|raj663@mail.com||947 Main St||2023-01-11|N
664|Alice Johnson|alice664@mail.com|CA|192 Main St||2024-01-24|false
665||emma665@mail.com|NULL|707 Main St|94105|2024-02-03|Y
666|Tom Smith|tom666@mail.com|NULL|578 Main St|94105|2023-11-08|N
667|Tom Smith|tom667@mail.com||347 Main St|ABCDE|2024-03-15|false
668|Leo Brown|leo668@mail.com|UK|301 Main St||2023-03-14|N
669|Leo Black||UK|83 Main St||2023-03-03|true
670|Chris Brown|chris670@mail.com|CA||94105|2024-01-20|false
671||raj671@mail.com|NULL|29 Main St||2024-03-17|Y
672|Sara White|sara672@mail.com|US||20190|2024-04-30|Y
673|Sara Lee|sara673@mail.com|NULL||ABCDE|2023-11-24|Y
674|Emma Brown|emma674@mail.com|AU|721 Main St|20190|2024-02-02|N
675|Chris Black|chris675@mail.com|AU|584 Main St||2023-04-22|
676|Leo Johnson|leo676@mail.com|NULL||20190|2023-08-17|
677|"Mike|Smith"|mike677@mail.com||290 Main St|ABCDE|2023-10-29|true
678|Jane Patel|jane678@mail.com|US|195 Main St|94105|2023-07-24|
679|Sara Brown||UK|385 Main St|ABCDE|2023-08-31|true
680|Emma Lee|emma680@mail.com||43 Main St|20190|2023-09-23|true
681|Chris Doe|chris681@mail.com|CA|114 Main St|20190|2024-04-20|
682|Raj Doe|raj682@mail.com|US|483 Main St|ABCDE|2024-03-30|N
683|Raj Black||||20190|2023-11-26|false
684|"Leo|Smith"||UK|907 Main St|ABCDE|2024-04-03|N
685|"Emma|Smith"|emma685@mail.com|UK||94105|2023-07-04|false
686|Bob Green|bob686@mail.com|US|617 Main St||2023-08-21|false
687|Emma Black|emma687@mail.com|NULL|352 Main St|ABCDE|2023-06-02|N
688|Sara Black||US|753 Main St|ABCDE|2023-12-29|true
689||bob689@mail.com|CA|249 Main St|ABCDE|2023-09-21|false
690|Sara White||US|644 Main St|94105|2023-06-04|N
691|Jane Lee|jane691@mail.com|US|676 Main St|ABCDE|2023-05-01|
692|"Leo|Brown"||CA|690 Main St||2024-02-18|
693|Mike Smith|mike693@mail.com|UK|765 Main St|ABCDE|2023-11-29|false
694|Tom Green|tom694@mail.com|CA|283 Main St||2023-10-10|
695|Mike Johnson|mike695@mail.com|US|309 Main St||2023-03-18|
696|Mike Smith|mike696@mail.com||892 Main St|20190|2023-03-23|true
697|Raj Lee|raj697@mail.com||507 Main St||2023-09-21|
698|Leo Brown|leo698@mail.com|AU|382 Main St||2023-03-23|N
699|John Johnson|john699@mail.com|UK|531 Main St||2024-04-24|
700||tom700@mail.com||376 Main St||2023-07-04|N
701|Alice Green|alice701@mail.com|NULL|400 Main St|20190|2024-05-07|false
702||tom702@mail.com|NULL|85 Main St|94105|2023-03-03|N
703|"Mike|Patel"|mike703@mail.com|UK|||2023-12-13|N
704|Sara White|sara704@mail.com|US|89 Main St|94105|2023-05-07|N
705||nina705@mail.com|CA|996 Main St|ABCDE|2023-07-12|true
706|Jane Green|jane706@mail.com|US|936 Main St|94105|2023-01-26|false
707|Jane Smith|jane707@mail.com|UK|505 Main St||2023-11-06|
708|Alice Smith|alice708@mail.com|CA||20190|2023-04-12|N
709|John Doe||US|621 Main St||2023-03-09|N
710||raj710@mail.com|AU|715 Main St|20190|2023-12-10|Y
711|Mike Smith|mike711@mail.com|CA|791 Main St||2023-07-21|
712|Bob Black|bob712@mail.com|AU||ABCDE|2023-04-26|Y
713|Raj White|raj713@mail.com||643 Main St|94105|2023-10-10|
123|MISMATCH|EXTRA|COLS|HERE|oops
715|Jane Johnson|jane715@mail.com|CA||94105|2024-04-01|Y
716||chris716@mail.com|NULL|274 Main St|ABCDE|2023-06-18|
717|Jane Brown|jane717@mail.com|US|487 Main St||2023-04-27|false
718|Nina White||UK|868 Main St||2024-01-01|Y
719|Emma Green|emma719@mail.com|UK|522 Main St|94105|2023-06-11|N
720|Emma Doe|emma720@mail.com|US|42 Main St|ABCDE|2023-03-06|Y
721|Chris Green|chris721@mail.com|CA|191 Main St||2023-06-09|true
722|Jane Johnson|jane722@mail.com|US|963 Main St|ABCDE|2023-07-01|N
723|Alice Brown||UK|262 Main St|94105|2023-01-15|
724|Bob Johnson|bob724@mail.com|NULL|987 Main St||2023-07-18|false
725||tom725@mail.com||31 Main St|ABCDE|2023-08-10|N
726||tom726@mail.com|AU|589 Main St||2023-03-11|
727|Emma Smith|emma727@mail.com|AU|789 Main St|ABCDE|2024-02-09|N
728||tom728@mail.com|US|397 Main St|ABCDE|2023-10-26|true
729|Sara Patel|sara729@mail.com|NULL|9 Main St|ABCDE|2023-12-15|
730||leo730@mail.com|CA|243 Main St||2024-02-07|false
731|Alice Smith||UK|48 Main St|94105|2024-03-03|false
732|Chris Patel|chris732@mail.com|CA|141 Main St||2024-02-22|Y
733|"Jane|Lee"|jane733@mail.com||265 Main St|94105|2023-05-09|false
734||tom734@mail.com|US|55 Main St|20190|2023-03-17|true
735|"Raj|Black"|raj735@mail.com|NULL|96 Main St|20190|2023-02-06|
736|Mike Patel|mike736@mail.com||174 Main St|20190|2023-11-13|true
737|Sara Patel|sara737@mail.com|UK|111 Main St||2023-07-08|
738|Raj Green|raj738@mail.com|CA|336 Main St|20190|2023-08-22|Y
739|Sara White|sara739@mail.com|UK|72 Main St|ABCDE|2024-01-30|false
740||sara740@mail.com|CA||ABCDE|2024-01-14|Y
741|Bob Black|bob741@mail.com|AU|925 Main St|94105|2023-08-08|false
742||mike742@mail.com|CA|109 Main St|ABCDE|2023-05-27|true
743|"Alice|Patel"||CA|464 Main St|ABCDE|2023-10-12|
744||alice744@mail.com|US|91 Main St|94105|2023-05-25|N
745|Alice Brown|alice745@mail.com|US|446 Main St|20190|2023-12-19|false
746|"Tom|White"|tom746@mail.com|US|175 Main St|ABCDE|2024-04-05|Y
747|Raj White||AU|933 Main St|20190|2024-02-17|
748|Tom Green|tom748@mail.com|NULL|856 Main St||2023-04-14|N
749|Bob White|bob749@mail.com|NULL|989 Main St||2024-02-25|Y
750|Nina Patel|nina750@mail.com|US|232 Main St||2023-11-10|N
751|"Sara|Johnson"|sara751@mail.com|UK|4 Main St||2023-08-29|N
752|"Nina|Green"|nina752@mail.com|CA|703 Main St||2023-09-14|Y
753|"Jane|Black"|jane753@mail.com|NULL|818 Main St|20190|2023-12-02|Y
754|Nina Johnson||NULL|128 Main St|94105|2023-06-08|false
755|Chris Johnson|chris755@mail.com|AU||ABCDE|2023-10-08|
756|Mike White|mike756@mail.com|US||94105|2023-12-08|
,,,
758|John Patel|john758@mail.com|NULL|556 Main St|20190|2023-04-17|
759|"Emma|Green"|emma759@mail.com|AU|605 Main St|ABCDE|2024-03-07|Y
760|Chris Brown|chris760@mail.com|NULL|875 Main St||2023-11-30|true
761|Leo Johnson|leo761@mail.com|||94105|2023-08-21|false
762|Leo Doe||US|865 Main St|94105|2023-07-13|N
763|"Jane|Johnson"|jane763@mail.com|AU||20190|2023-10-08|false
764|Alice Smith|alice764@mail.com|NULL|126 Main St|94105|2024-02-09|false
765||emma765@mail.com|US|263 Main St||2023-11-21|Y
766|Raj Black|raj766@mail.com|US||20190|2023-07-11|true
767|"Raj|Patel"|raj767@mail.com|US|158 Main St|20190|2023-01-13|true
768|Emma Doe||NULL|3 Main St|94105|2023-11-07|N
769||jane769@mail.com|US|195 Main St|20190|2023-11-29|Y
770|||US|506 Main St|94105|2023-03-24|Y
771|Jane Patel|jane771@mail.com|UK|725 Main St||2023-03-06|
772|John Doe||AU|985 Main St||2024-03-25|true
773||mike773@mail.com|CA|769 Main St|ABCDE|2024-05-04|Y
774|"Nina|Black"||CA||ABCDE|2023-12-05|Y
775|Leo Brown|leo775@mail.com|US|823 Main St|94105|2024-04-20|N
776|Leo Smith|leo776@mail.com|NULL||94105|2024-01-29|N
777|Mike Smith|mike777@mail.com||248 Main St||2024-03-03|
778|Bob Lee|bob778@mail.com|UK|396 Main St|94105|2023-02-18|N
779|Nina White|nina779@mail.com|US|70 Main St|ABCDE|2023-06-24|false
780|Alice Brown|alice780@mail.com|||94105|2023-11-06|Y
781|"Sara|Johnson"|sara781@mail.com|NULL|434 Main St|20190|2024-04-01|false
782|Tom Black||CA|672 Main St|ABCDE|2023-02-27|N
783|||US||20190|2023-05-26|true
784|Alice Doe|alice784@mail.com||494 Main St|ABCDE|2023-09-19|false
785||chris785@mail.com|AU|445 Main St|ABCDE|2024-03-16|
786||chris786@mail.com|CA|280 Main St|20190|2023-11-18|
787|Nina Doe||NULL|786 Main St|94105|2023-06-25|true
788||nina788@mail.com|CA||94105|2023-04-30|false
789|Bob Johnson|bob789@mail.com|NULL|83 Main St||2024-01-01|Y
790|John Patel|john790@mail.com|NULL|258 Main St|20190|2023-03-07|true
791|Chris Smith|chris791@mail.com|AU|804 Main St|94105|2024-05-03|false
792|Tom Doe|tom792@mail.com||773 Main St|94105|2023-07-16|Y
793|Chris Doe|chris793@mail.com|UK|131 Main St|20190|2023-09-01|N
794|Alice Patel|alice794@mail.com|UK|125 Main St|ABCDE|2023-12-07|
795|"John|Patel"|john795@mail.com|NULL|531 Main St|94105|2024-03-02|Y
796|Alice Doe|alice796@mail.com||713 Main St|20190|2023-04-06|
797|"Chris|White"||UK|383 Main St|ABCDE|2023-11-27|false
798|Jane Black|jane798@mail.com|UK|503 Main St|20190|2023-09-17|N
799|Tom Smith|tom799@mail.com|CA|61 Main St|94105|2023-11-30|N
800|Jane Green|jane800@mail.com|AU|65 Main St|ABCDE|2023-12-28|true
801|Bob Brown|bob801@mail.com|UK|823 Main St||2023-11-09|Y
802|Nina Johnson||UK|84 Main St|ABCDE|2023-06-28|
803|Tom Black|tom803@mail.com||719 Main St|20190|2023-08-30|N
804|"Alice|Patel"|||789 Main St|20190|2024-02-29|N
805|Raj Smith|raj805@mail.com|UK|839 Main St|ABCDE|2024-04-29|
806|Mike Doe|mike806@mail.com|AU|21 Main St|20190|2023-09-12|true
