customer_id,first_name,last_name,email,phone,signup_ts,status,loyalty_points
369,Sara,Johnson,,703-555-8341,2024-02-14T00:00:00,pending,1358
370,Bob,Green,bob370@ex.com,703-555-7326,2023-11-01T00:00:00,,881
371,Bob,Johnson,,703-555-4254,,pending,560
372,Bob,Doe,bob372@ex.com,703-555-7950,2023-10-16T00:00:00,inactive,1773
373,Raj,Lee,raj373@ex.com,703-555-3773,2024-04-09T00:00:00,,1758
374,Leo,Lee,leo374@ex.com,703-555-3969,2024-03-17T00:00:00,,1560
375,Tom,White,,703-555-6594,2023-11-05T00:00:00,active,1244
376,Bob,Patel,bob376@ex.com,703-555-6045,,,
377,Tom,,,703-555-3308,2023-08-13T00:00:00,active,1390
378,Sara,Smith,sara378@ex.com,703-555-2594,,,786
379,Raj,Green,raj379@ex.com,703-555-4958,2024-04-06T00:00:00,,
380,Mike,Johnson,mike380@ex.com,,2023-02-27T00:00:00,inactive,1430
381,Mike,Lee,mike381@ex.com,703-555-3588,2023-03-26T00:00:00,pending,
382,Mike,,mike382@ex.com,703-555-9201,2023-10-28T00:00:00,active,288
383,John,Doe,john383@ex.com,703-555-8452,2023-11-18T00:00:00,inactive,344
384,Bob,Johnson,bob384@ex.com,703-555-8340,2024-02-02T00:00:00,pending,1842
385,Raj,Green,raj385@ex.com,703-555-3962,2023-09-17T00:00:00,inactive,488
386,Nina,Lee,,703-555-9280,2023-03-01T00:00:00,pending,474
387,Emma,Smith,,703-555-4604,2023-11-11T00:00:00,active,367
388,Emma,Smith,,703-555-7449,2023-08-17T00:00:00,,529
389,,White,alice389@ex.com,703-555-9024,2023-11-15T00:00:00,active,369
390,Emma,Doe,,,2023-09-02T00:00:00,,274
391,Nina,,nina391@ex.com,,2024-02-28T00:00:00,inactive,1219
392,Jane,Smith,jane392@ex.com,703-555-6027,2023-09-26T00:00:00,active,636
393,Bob,Doe,bob393@ex.com,703-555-2431,2024-01-13T00:00:00,pending,1177
394,,Lee,jane394@ex.com,703-555-6792,2024-02-28T00:00:00,,68
395,Raj,Lee,raj395@ex.com,,2024-05-07T00:00:00,active,1258
396,Chris,Johnson,,703-555-8540,,active,
397,John,White,john397@ex.com,703-555-4502,,active,1143
398,Emma,Black,emma398@ex.com,703-555-5562,2023-01-12T00:00:00,pending,
399,Emma,Black,emma399@ex.com,703-555-2130,,pending,1744
400,Chris,Johnson,chris400@ex.com,703-555-7920,2023-02-24T00:00:00,pending,576
401,Chris,Smith,,703-555-1659,2023-11-13T00:00:00,active,
402,Bob,White,bob402@ex.com,703-555-3206,,active,
403,Bob,Smith,,703-555-7972,2024-02-16T00:00:00,,
404,Tom,Lee,tom404@ex.com,703-555-8528,2024-01-21T00:00:00,,1077
405,Bob,Black,,703-555-8461,2024-04-21T00:00:00,active,1214
406,Raj,Doe,raj406@ex.com,703-555-7680,2023-04-27T00:00:00,active,254
407,John,Black,john407@ex.com,703-555-3846,2023-01-15T00:00:00,,299
408,Emma,Patel,,,2024-02-13T00:00:00,,503
409,Alice,Doe,alice409@ex.com,703-555-6333,2023-03-07T00:00:00,,1762
410,Emma,,,,2023-01-11T00:00:00,,278
411,John,Smith,john411@ex.com,703-555-4300,2023-04-09T00:00:00,pending,286
412,Alice,Doe,,703-555-2680,2023-06-25T00:00:00,active,1934
413,,Lee,,703-555-9124,2024-05-13T00:00:00,,1362
414,,Doe,jane414@ex.com,703-555-4964,2024-04-14T00:00:00,,774
415,Sara,Lee,sara415@ex.com,703-555-7489,2024-01-26T00:00:00,inactive,1968
416,Tom,Black,tom416@ex.com,703-555-1397,2024-01-12T00:00:00,active,549
417,Alice,Lee,alice417@ex.com,703-555-5495,2023-04-20T00:00:00,,1666
418,Chris,Brown,chris418@ex.com,703-555-1141,2024-02-11T00:00:00,pending,1381
419,,Green,alice419@ex.com,703-555-7560,2024-02-12T00:00:00,,
420,Sara,Patel,,703-555-8059,2023-01-14T00:00:00,inactive,
421,Raj,White,raj421@ex.com,703-555-8586,2023-05-04T00:00:00,active,
422,Raj,Green,raj422@ex.com,703-555-7772,2023-03-26T00:00:00,inactive,982
423,,Patel,leo423@ex.com,703-555-2488,2023-09-05T00:00:00,inactive,1050
424,Nina,Johnson,nina424@ex.com,703-555-8879,2023-06-29T00:00:00,inactive,
425,Chris,Patel,chris425@ex.com,703-555-7665,2023-03-08T00:00:00,,
426,Bob,Brown,bob426@ex.com,703-555-5361,2023-04-27T00:00:00,,112
427,Alice,Smith,alice427@ex.com,703-555-4329,2023-10-22T00:00:00,inactive,1793
428,Leo,White,,,2024-04-15T00:00:00,,523
429,Chris,Patel,chris429@ex.com,703-555-1788,2023-09-24T00:00:00,pending,1214
430,Leo,Smith,leo430@ex.com,703-555-4107,2023-11-09T00:00:00,active,311
431,Nina,Green,nina431@ex.com,703-555-7295,2023-02-20T00:00:00,,1320
432,Tom,Doe,,703-555-2512,2023-05-22T00:00:00,inactive,
433,Bob,Johnson,bob433@ex.com,703-555-7351,2024-01-24T00:00:00,,545
434,Chris,Black,chris434@ex.com,703-555-9177,2023-04-15T00:00:00,inactive,503
435,Chris,Black,chris435@ex.com,703-555-6614,2023-05-06T00:00:00,inactive,150
436,Raj,,raj436@ex.com,703-555-8383,2024-03-18T00:00:00,,
437,Mike,,mike437@ex.com,703-555-2566,,active,1162
438,Leo,White,,703-555-1888,2024-04-23T00:00:00,,64
439,Sara,Smith,sara439@ex.com,703-555-4992,2023-09-24T00:00:00,pending,1062
440,Mike,Smith,mike440@ex.com,703-555-4400,,active,1857
441,Alice,,alice441@ex.com,703-555-3566,2023-01-10T00:00:00,,1305
442,Bob,Smith,bob442@ex.com,703-555-4181,2023-05-28T00:00:00,,1846
443,,Patel,leo443@ex.com,703-555-8076,2023-10-29T00:00:00,,4
444,Chris,White,chris444@ex.com,703-555-3082,2024-02-26T00:00:00,inactive,129
123|MISMATCH|EXTRA|COLS|HERE|oops
446,Leo,Lee,leo446@ex.com,703-555-9085,2023-01-10T00:00:00,pending,1910
447,Chris,Smith,,,2023-06-16T00:00:00,inactive,3
448,John,Brown,john448@ex.com,703-555-3485,,inactive,
449,,Green,bob449@ex.com,703-555-1452,2023-05-30T00:00:00,,1661
123|MISMATCH|EXTRA|COLS|HERE|oops
451,Jane,Green,jane451@ex.com,703-555-8187,2023-07-19T00:00:00,,131
452,Nina,White,nina452@ex.com,703-555-2127,,pending,
453,Bob,Doe,bob453@ex.com,703-555-5583,2024-02-28T00:00:00,pending,
454,Chris,Doe,chris454@ex.com,,2023-10-03T00:00:00,,916
455,Bob,Smith,bob455@ex.com,703-555-4233,2024-01-03T00:00:00,,271
456,Mike,Patel,mike456@ex.com,,2024-05-01T00:00:00,active,1143
457,Chris,White,chris457@ex.com,703-555-1664,2023-08-16T00:00:00,active,233
458,,Black,raj458@ex.com,,2023-11-25T00:00:00,active,1834
459,Tom,Black,tom459@ex.com,703-555-2755,2023-07-11T00:00:00,pending,1442
460,Mike,Johnson,mike460@ex.com,703-555-9380,2024-05-03T00:00:00,,1983
461,Jane,,jane461@ex.com,703-555-7164,2024-04-13T00:00:00,,720
462,Chris,Smith,chris462@ex.com,703-555-8625,2023-11-11T00:00:00,,1189
463,John,Johnson,john463@ex.com,703-555-4927,2023-03-18T00:00:00,pending,378
464,,Doe,tom464@ex.com,703-555-9632,2023-05-26T00:00:00,pending,1536
465,Chris,White,chris465@ex.com,703-555-5712,,inactive,1643
466,Sara,Smith,sara466@ex.com,703-555-1793,2023-08-12T00:00:00,pending,408
467,Chris,Brown,chris467@ex.com,703-555-4990,2023-07-23T00:00:00,,761
468,,Green,nina468@ex.com,703-555-3220,2023-04-10T00:00:00,,721
469,Mike,Black,mike469@ex.com,703-555-8566,,inactive,1996
470,,Johnson,john470@ex.com,703-555-8062,2024-02-23T00:00:00,pending,1226
471,John,Brown,john471@ex.com,,2023-12-27T00:00:00,pending,1310
472,Raj,,raj472@ex.com,703-555-8755,2023-11-23T00:00:00,active,1227
473,Emma,Patel,emma473@ex.com,703-555-9272,2023-12-02T00:00:00,,
474,Emma,Johnson,emma474@ex.com,703-555-2874,2024-03-19T00:00:00,,820
475,,White,john475@ex.com,703-555-5040,2023-04-07T00:00:00,inactive,542
476,Bob,White,bob476@ex.com,,2023-11-26T00:00:00,active,177
477,Tom,Doe,tom477@ex.com,703-555-6808,2023-03-24T00:00:00,,1543
478,Jane,Doe,jane478@ex.com,,2023-12-13T00:00:00,,1975
479,Sara,Lee,sara479@ex.com,703-555-9511,,,1540
480,Nina,Johnson,nina480@ex.com,703-555-8693,2024-03-18T00:00:00,,835
481,Mike,Smith,mike481@ex.com,,2023-07-15T00:00:00,,250
482,Emma,Black,emma482@ex.com,703-555-2595,2024-03-05T00:00:00,active,387
483,Bob,,bob483@ex.com,703-555-9446,2023-07-14T00:00:00,,1364
484,Raj,Patel,raj484@ex.com,703-555-5459,2024-02-08T00:00:00,active,1051
485,Alice,White,alice485@ex.com,,2024-05-14T00:00:00,,407
486,Leo,Patel,,703-555-5047,2023-06-21T00:00:00,active,1677
487,Tom,Johnson,tom487@ex.com,703-555-9157,2023-12-17T00:00:00,,370
488,Bob,Brown,bob488@ex.com,703-555-4960,2024-02-06T00:00:00,,1863
489,John,Lee,john489@ex.com,703-555-6582,2023-10-17T00:00:00,,969
490,Alice,Lee,alice490@ex.com,703-555-3189,,pending,1926
491,Mike,Black,mike491@ex.com,703-555-5946,2023-11-29T00:00:00,active,
492,Jane,,jane492@ex.com,703-555-6193,2023-08-11T00:00:00,pending,1016
493,Leo,Brown,,703-555-1323,,active,
494,Mike,Doe,mike494@ex.com,703-555-7318,2024-03-01T00:00:00,active,511
495,Bob,Black,bob495@ex.com,703-555-6747,2023-06-10T00:00:00,inactive,705
496,Bob,Green,bob496@ex.com,703-555-8162,2023-11-14T00:00:00,pending,1817
497,Tom,,tom497@ex.com,703-555-2187,2023-12-13T00:00:00,inactive,1750
498,Bob,Smith,,703-555-6696,2024-04-26T00:00:00,,657
499,Leo,Patel,leo499@ex.com,703-555-8197,,active,1960
500,,Black,,703-555-6988,2023-03-03T00:00:00,,205
501,Emma,Brown,emma501@ex.com,703-555-7372,2024-02-02T00:00:00,,1395
502,Jane,Black,jane502@ex.com,,2023-09-17T00:00:00,inactive,1573
503,Sara,Black,sara503@ex.com,703-555-8686,2023-01-01T00:00:00,,421
504,Mike,Doe,mike504@ex.com,703-555-8529,2023-12-26T00:00:00,,1648
505,Mike,Black,mike505@ex.com,703-555-4245,2023-07-28T00:00:00,inactive,1852
506,Leo,Smith,leo506@ex.com,703-555-9039,2023-12-02T00:00:00,active,
507,Bob,Patel,bob507@ex.com,703-555-7676,,active,790
508,Mike,,mike508@ex.com,703-555-4318,2023-09-04T00:00:00,inactive,1885
509,,White,raj509@ex.com,703-555-1075,2023-02-12T00:00:00,active,1418
510,Emma,Smith,emma510@ex.com,703-555-7080,2023-12-22T00:00:00,pending,1502
511,Sara,Brown,sara511@ex.com,703-555-2479,2023-02-18T00:00:00,,1008
512,Alice,Doe,alice512@ex.com,703-555-6916,,inactive,403
513,Mike,Patel,mike513@ex.com,703-555-9624,2023-10-12T00:00:00,pending,247
514,,Brown,john514@ex.com,,,inactive,1235
515,,Black,raj515@ex.com,703-555-8179,,pending,121
516,,Green,jane516@ex.com,703-555-2479,2023-07-26T00:00:00,inactive,460
517,,Lee,john517@ex.com,703-555-1137,2023-10-06T00:00:00,inactive,
518,Jane,Lee,jane518@ex.com,703-555-2365,,pending,1154
519,Chris,Lee,chris519@ex.com,703-555-7942,2023-12-17T00:00:00,inactive,
520,Mike,Green,mike520@ex.com,,2023-05-28T00:00:00,inactive,709
521,John,Lee,,703-555-2574,2023-04-12T00:00:00,,24
522,John,Black,john522@ex.com,703-555-9187,2023-08-19T00:00:00,active,
523,Alice,Black,alice523@ex.com,,,,
524,Tom,Smith,,703-555-9917,2024-01-08T00:00:00,,1873
525,Nina,Doe,nina525@ex.com,703-555-6233,2023-06-11T00:00:00,,
526,Alice,Doe,alice526@ex.com,703-555-9638,2024-04-16T00:00:00,inactive,521
527,Emma,Brown,emma527@ex.com,703-555-9343,2024-05-12T00:00:00,pending,270
528,Emma,Black,emma528@ex.com,703-555-9242,,,384
529,John,,john529@ex.com,703-555-9193,,inactive,1529
530,John,Brown,john530@ex.com,,2023-07-14T00:00:00,inactive,733
531,John,Johnson,john531@ex.com,703-555-4409,2024-01-01T00:00:00,,516
532,Sara,Black,sara532@ex.com,703-555-1399,2023-02-23T00:00:00,inactive,252
533,Leo,Brown,,,2024-02-21T00:00:00,active,1411
534,Bob,Black,bob534@ex.com,,2023-05-17T00:00:00,inactive,1277
535,,Smith,jane535@ex.com,703-555-8484,2023-03-16T00:00:00,,
536,Tom,Brown,,703-555-9905,2023-06-01T00:00:00,,18
537,Emma,Green,emma537@ex.com,703-555-1718,2024-04-29T00:00:00,,137
538,,Johnson,emma538@ex.com,,2023-06-29T00:00:00,active,410
539,John,Smith,john539@ex.com,,2023-09-22T00:00:00,pending,1249
540,Jane,Black,jane540@ex.com,703-555-9054,,,1384
541,Raj,Smith,raj541@ex.com,703-555-8189,,,1956
542,Tom,White,tom542@ex.com,703-555-8429,2023-06-12T00:00:00,,1346
543,John,Black,john543@ex.com,703-555-8414,2023-11-10T00:00:00,active,1914
544,Emma,Green,emma544@ex.com,703-555-4957,2023-02-18T00:00:00,pending,440
545,Raj,Patel,raj545@ex.com,703-555-4657,,pending,1580
546,Emma,Black,,703-555-8160,2023-09-03T00:00:00,,1750
547,Leo,Doe,leo547@ex.com,703-555-7342,2023-02-20T00:00:00,pending,114
548,Sara,Patel,sara548@ex.com,703-555-3190,,pending,472
549,Chris,White,chris549@ex.com,703-555-9731,,,696
550,,Black,,703-555-2111,,pending,1233
551,,Black,leo551@ex.com,703-555-6652,,pending,885
552,Chris,Johnson,chris552@ex.com,703-555-9524,2023-07-05T00:00:00,,1539
553,Chris,Black,chris553@ex.com,703-555-9665,2024-01-11T00:00:00,active,352
554,Mike,Black,mike554@ex.com,,,active,
555,John,Smith,john555@ex.com,703-555-6686,2023-11-15T00:00:00,inactive,1066
556,Emma,,emma556@ex.com,703-555-1854,2024-03-15T00:00:00,inactive,3
557,John,Lee,john557@ex.com,703-555-3550,2023-11-15T00:00:00,,690
558,John,,john558@ex.com,703-555-7619,2024-02-01T00:00:00,active,1768
559,Bob,Doe,bob559@ex.com,703-555-3998,2024-04-04T00:00:00,active,21
560,Raj,Green,raj560@ex.com,703-555-8548,2024-01-11T00:00:00,,1193
561,Raj,,raj561@ex.com,703-555-9027,2023-11-19T00:00:00,,
562,Nina,,,703-555-9928,2024-01-20T00:00:00,active,316
563,Jane,Doe,,,,,1243
564,Chris,Johnson,,703-555-1034,2024-02-05T00:00:00,,1709
565,Tom,White,tom565@ex.com,703-555-2537,2023-12-25T00:00:00,,764
566,Bob,White,bob566@ex.com,703-555-7515,2024-05-09T00:00:00,active,
567,Bob,Doe,bob567@ex.com,703-555-7074,2023-03-13T00:00:00,active,
568,Chris,Johnson,chris568@ex.com,,2023-08-13T00:00:00,inactive,1500
"unterminated,quote,here
570,Jane,Johnson,,,,inactive,1708
571,Bob,Brown,,703-555-7078,2023-04-27T00:00:00,inactive,1290
"unterminated,quote,here
573,,Brown,tom573@ex.com,703-555-5491,2023-04-10T00:00:00,pending,1231
574,Leo,Doe,leo574@ex.com,,2023-12-08T00:00:00,inactive,308
575,Sara,Black,sara575@ex.com,703-555-4690,2023-07-28T00:00:00,,65
576,John,Patel,john576@ex.com,,2023-03-07T00:00:00,,1619
577,Leo,White,leo577@ex.com,703-555-4467,2023-02-26T00:00:00,,
578,Leo,Smith,leo578@ex.com,703-555-8653,2023-09-14T00:00:00,,1837
579,Tom,Lee,tom579@ex.com,,2023-07-06T00:00:00,inactive,1508
580,Alice,Green,alice580@ex.com,,2023-11-07T00:00:00,pending,1280
581,Mike,Smith,mike581@ex.com,703-555-3526,2023-01-29T00:00:00,,506
582,Chris,White,chris582@ex.com,703-555-8406,2023-05-28T00:00:00,inactive,1669
583,Mike,Smith,mike583@ex.com,703-555-6572,2024-02-23T00:00:00,,948
584,Mike,Patel,mike584@ex.com,703-555-5275,2024-01-08T00:00:00,,1231
585,Tom,Doe,tom585@ex.com,703-555-7743,2023-02-08T00:00:00,,1637
586,Leo,Johnson,leo586@ex.com,,2024-05-15T00:00:00,,
587,Raj,,raj587@ex.com,703-555-2505,,active,1267
588,Nina,,nina588@ex.com,703-555-5287,2023-12-20T00:00:00,active,465
589,Bob,Green,bob589@ex.com,703-555-5894,2023-11-06T00:00:00,active,790
590,Emma,Johnson,emma590@ex.com,703-555-8560,2023-12-12T00:00:00,active,1224
591,Raj,Smith,raj591@ex.com,703-555-4160,2023-02-14T00:00:00,active,1769
